Molekülfaden, unvernetzt;Molecular filament, uncrosslinked
Polyvinylchlorid, weichmacherfrei;Polyvinyl chloride, plasticizer-free
Thermoplast;Thermoplastic
Dichtung;Seal
Polyvinylchlorid, nachchloriert;Polyvinyl chloride, post-chlorinated
Polyvinylchlorid, weichmacherhaltig;Polyvinyl chloride, plasticizer-containing
PVC-C;PVC-C
PVC-P;PVC-P
PE-LD;PE-LD
PE-LD-Schutzband für Gasleitungen;PE-LD protective tape for gas lines
Polyethylen niederer Dichte;Low-density polyethylene
PVC-C-Rohr;PVC-C pipe
PE-UHMW;PE-UHMW
Laufrad einer Umwälzpumpe;Impeller of a circulation pump
PE-HD;PE-HD
PE-HD-Abflussrohr;PE-HD drain pipe
PE-X;PE-X
PE-Xa-Fußbodenheizungsrohr;PE-Xa underfloor heating pipe
Polyethylen hoher Dichte;High-density polyethylene
Polyethylen, ultrahochmolekular;Ultra-high molecular weight polyethylene
Polyethylen, vernetzt;Cross-linked polyethylene
Schutzrohr;Protective pipe
ABS;ABS
ABS-Abwasserrohr;ABS sewer pipe
Acrylnitril-Butadien-Styrol;Acrylonitrile butadiene styrene
PP;PP
PB;PB
PB-Heizungsrohr;PB heating pipe
Polybuten;Polybutene
Polypropylen;Polypropylene
PP-Abwasserrohr;PP sewer pipe
Acryl-Badewanne;Acrylic bathtub
Duroplast;Thermoset
Duromer;Duromer
Vernetzungsstelle;Cross-linking site
Molekülfaden, vernetzt;Cross-linked molecular chain
PMMA;PMMA
Polymethylmethacrylat;Polymethyl methacrylate
umformbar;formable
Harnstoff-Formaldehydharz;Urea-formaldehyde resin
MF;MF
PF/ Bakelit;PF/Bakelite
Leiterplatte;printed circuit board
Melamin-Formaldehydharz;Melamine-formaldehyde resin
Phenol-Formaldehydharz;Phenol-formaldehyde resin
Toilettensitz;Toilet seat
UF;UF
Steckdose;Electrical outlet
Elastomer;Elastomer
Elast;Elast
gummielastisch;rubber-elastic
PUR;PUR
PUR-Wärmedämmstoff;PUR thermal insulation material
umformbar, nicht warm;moldable, not heat-resistant
Molekülfaden, teilvernetzt;Molecular chain, partially cross-linked
Polyurethan;polyurethane
Acrylnitril-Butadien-Kautschuk;Acrylonitrile-butadiene rubber
Acrylnitril-Butadien-Kautschuk, hydriert;Acrylonitrile-butadiene rubber, hydrogenated
HNBR-O-Dichtring;HNBR O-ring
Elastomer-Dichtring;Elastomer O-ring
HNBR;HNBR
NBR;NBR
NBR-O-Dichtring;NBR O-ring
Pressfitting für Gasleitungen;Press fitting for gas lines
Abwassermuffe;Sewage socket
Email;Enamel
Ethylen-Propylen-Dien-Kautschuk;Ethylene-propylene-diene rubber
Keramikbidet;Ceramic bidet
EPDM;EPDM
EPDM-Schalldämmeinlage;EPDM sound insulation insert
STZ;STZ
Sanitärkeramik;Sanitary ceramics
Steinzeug, glasiert;Glazed stoneware
Ausgussbecken;Sink
Borosilikatglas;Borosilicate glass
Fensterglas;Window glass
Holz;Wood
Holzstiel;Wooden handle
Kristallglas;Crystal glass
Verbundglas;Laminated glass
Druckluftschlauch;Compressed air hose
Kunststoff, glasfaserverstärkt;Plastic, glass fiber reinforced
Kunststoff, metallverstärkt;Plastic, metal-reinforced
GFK;FRP
Öllagerbehälter;Oil storage tank
Öltank;Oil tank
Formteil;Molded part
Gleitlager;Plain bearing
Hartmetallschneide, gesintert;Sintered carbide cutting insert
Hartmetallschneidplättchen, aufgelötet;Carbide cutting insert, brazed
Trägerwerkstoff, elastisch;Elastic substrate material
Schneidstoff;Cutting material
Sinterteil;Sintered part
Hartmetall-Wendeschneidplatte;Carbide indexable insert
Keramikschneidplatte;Ceramic cutting insert
Metallverbundrohr;Metal composite tube
Schmiermittel;Lubricant
Sinterbronze-Gleitlager;Sintered bronze plain bearing
Sintermetall;Sintered metal
Kleber;Adhesive
Kleber, mikroverkapselt;Adhesive, microencapsulated
Ölspray;Oil spray
Schmierfett;Grease
Schmieröl;Lubricating oil
Schraubensicherungskleber;Screw-locking adhesive
Sprühfett;Spray grease
IPB-Profil;IPB profile
IPE-Profil;IPE section
I-Träger, mittelbreit;I-beam, medium width
I-Profil;I-beam
I-Träger, breit;I-beam, wide
I-Träger, schmal;I-beam, narrow
L-Profil, gleichschenkelig rundkantig;L-profile, isosceles, rounded edges
Winkelstahl;Angle steel
L-Profil;L-profile
Profil;Profile
T-Profil, gleichschenkelig rundkantig;T-profile, equal-leg, rounded edges
T-Profil, gleichschenkelig scharfkantig;T-profile, equal-leg, sharp-edged
L-Profil, gleichschenkelig scharfkantig;L-profile, equal-leg, sharp-edged
L-Profil, ungleichschenkelig rundkantig;L-profile, unequal-sided, rounded edges
T-Profil;T-profile
Hohlprofil;Hollow profile
Hohlprofil, quadratisch;Hollow profile, square
Hohlprofil, rechteckig;Hollow profile, rectangular
U-Profil, rundkantig;U-profile, rounded edges
Z-Profil, rundkantig;Z-profile, rounded edges
Rundhohlprofil;Round hollow profile
U-Profil;U-profile
Z-Profil;Z-profile
Flachstab;Flat bar
Flachstahl;Flat steel
Rundstab;Round bar
Sechskantstab;Hexagonal bar
Vierkantstab;Square bar
Kupferrohr, innen verzinnt;Tin-plated copper tubing
Kupferrohr mit PVC-Stegmantel;Copper tubing with PVC insulation
Kupferrohr, wärmegedämmt;Copper tubing, thermally insulated
Rohr;Tube
Gewinderohr;Threaded pipe
Kunststoffummantelung;Plastic coating
kunststoffummantelte Präzisionsstahlrohr;Plastic-coated precision steel pipe
Präzisionsstahlrohr;Precision steel tubing
Stahlrohr;Steel tube
Stahlrohr, nichtrostend;Stainless steel tube
Blechrohr;Sheet metal tube
Gusseisenrohr;Cast iron pipe
Innenbeschichtung, gelb;Internal coating, yellow
LORO-X-Rohr, nichtrostend;LORO-X pipe, stainless
LORO-X-Rohr, verzinkt;LORO-X pipe, galvanized
SML-Rohr;SML pipe
S-Rohr;S-pipe
Aluminium-Trägerrohr;Aluminum support tube
Aluminiumverbundrohr;Aluminum composite pipe
Kupferverbundrohr;Copper composite pipe
Kupfer-Blechrohr, kastenförmig;Copper sheet pipe, box-shaped
Titanzink-Blechrohr, rund;Titanium-zinc sheet metal pipe, round
PE-HD-Schutzschicht;PE-HD protective layer
PE-X-Innenrohr;PE-X inner pipe
Kunststoffrohr;Plastic pipe
Rohr-im-Rohr-System;Pipe-in-pipe system
PB-Rohr;PB pipe
PE-Rohr;PE pipe
PVC-Rohr;PVC pipe
Glasrohr;Glass pipe
KG-Rohr;KG pipe
PP-Rohr, mineralverstärkt;PP pipe, mineral-reinforced
PP-Rohr (HT), hoch temperaturbeständig;PP pipe (HT), high-temperature resistant
Steinzeugrohr;Stoneware pipe
Aluminiumblech;Aluminum sheet
Feinblech;Thin sheet metal
Stahlblech, verzinkt;Galvanized steel sheet
Lochblech;Perforated sheet
Blech, strukturiert;Textured sheet metal
Riffelblech;Checker plate
Stahlband;Steel strip
Draht;Wire
Drahtseil;Wire rope
Litze;Strand
Litzeneinlage;Strand insert
Seil;Rope
Seileinlage;Rope insert
Stahldraht;Steel wire
Kontaktstelle;Contact point
Spannungsreihe, elektrochemisch;Voltage series, electrochemical
zunehmend edel;increasingly noble
zunehmend unedel;increasingly base
Stahlrohr,korrodiert;Steel pipe, corroded
Stahlschelle,verzinkt;Steel clamp, galvanized
edel;noble
unedel;non-noble
Zink-lon;Zinc-lon
Elektron;Electron
Anode;Anode
Element,galvanisch;Element, galvanic
Eisenoxid;Iron oxide
Luftsauerstoff;Atmospheric oxygen
Oberflächenkorrosion;Surface corrosion
Rost;Rust
Wärmezufuhr;Heat input
Werkstoff mit Oxidschicht;Material with an oxide layer
Werkstoff ohne Oxidschicht;Material without an oxide layer
Fläche;Surface
Korrosionsschaden;Corrosion damage
Kupferoxid;Copper oxide
Kupferpatina;Copper patina
Loch;Hole
Mulde;Depression
Elektrokorund;Electrocorundum
Riss;Crack
Zinkoxid;Zinc oxide
Zinkpatina;Zinc patina
Schutzschicht;Protective layer
durchlässig;Permeable
Abtrag, gleichmäßig;Abrasion, uniform
Eisen-lon;Iron ions
Flächenkorrosion, gleichmäßig;Surface corrosion, uniform
Muldenkorrosion, ungleichmäßig;Pitting corrosion, uneven
Schicht, porös;Layer, porous
Werkstoffgefüge;Material structure
Oxidschicht;Oxide layer
Al-Niet;Al rivet
Berührungskorrosion;Contact corrosion
Cu-Blech;Copper sheet
CuZn-Gefüge;CuZn structure
Entzinkung;Dezincification
Kontaktkorrosion;Contact corrosion
Cu-Gefüge, porös;Cu structure, porous
Korrosionsangriff, erhöht;Increased corrosion attack
Spalt- und Belüftungskorrosion;Crevice and aeration corrosion
Oxid;Oxide
Erosionskorrosion;Erosion corrosion
Korrosionsloch;Corrosion pit
Lochfraß;Pitting
entgratet;Deburred
Korrosionsmulde;Corrosion pit
Korrosionsverlauf;Corrosion progression
Lochkorrosion;Pitting corrosion
Spannungs- und Schwingungsrisskorrosion;Stress and vibration-induced corrosion
Spannungsriss im Kupferrohr;Stress crack in a copper pipe
Kunststoff- oder Gummieinlage;Plastic or rubber insert
Leitungsverlegung, fachgerecht;Proper pipe installation
Gasleitung über Trinkwasserleitung;Gas line above drinking water line
Rohrbefestigung, fachgerecht;Proper pipe fastening
Trinkwasserleitung unter Gasleitung;Drinking water line below gas line
Kunststoffhülse;Plastic sleeve
Kunststoffscheibe;Plastic washer
Stahl-Brunnenrohr;Steel well pipe
Opferanode;Sacrificial anode
Aluminium, eloxiert;Aluminum, anodized
Aluminiumpaste;Aluminum paste
Einölen;Oiling
Korrosionsschutzöl;Corrosion protection oil
Kupferpaste;Copper paste
Einfetten;Greasing
Oberflächenbehandlung, chemisch;Surface treatment, chemical
Farbanstrich;Paint coating
Korrosionsschutzanstrich;Anti-corrosion coating
Kunststoffauskleidung;Plastic lining
Kunststoffüberzug;Plastic coating
Metallschutzlack;Metal protective coating
Drehmeißel;Turning tool
Crimpzange;Crimping pliers
Kabelmesser;Cable knife
Lötkolben;Soldering iron
Presswerkzeug;Crimping tool
PUK-Säge;PUK saw
Taschensäge;Pocket saw
Abisolierzange;Wire stripper
Kabelschere;Wire cutters
Kraft-Seitenschneider;Heavy-duty side cutters
Spitzzange;Needle-nose pliers
Schraubendreher mit Isolierung;Insulated screwdriver
Seitenschneider;Side cutters
Phasenprüfer;Phase tester
Atom;Atom
Atomhülle;Atomic shell
Atomkern;Atomic nucleus
lon;ion
Neutron;Neutron
lon, 1-fach positiv geladen;ion, with a single positive charge
lon, 2-fach negativ geladen;ion, negatively charged (2x)
Proton;Proton
Licht;Light
Magnetschwebebahn;Maglev
Wirkung, optisch;Effect, optical
Wärme;Heat
Wirkung, magnetisch;Effect, magnetic
Wirkung, thermisch;Effect, thermal
Elektrolyse;Electrolysis
Elektrolyt-Membran;Electrolyte membrane
Katode 168,;Cathode 168,
Wasserstoff;Hydrogen
Wirkung, chemisch;Effect, chemical
Gleichstrom;Direct current
Elektronenmangel;Electron deficiency
Elektronenüberschuss;Excess of electrons
Gleichspannung;Direct voltage
Warnung vor elektrischer Spannung;Warning of electrical voltage
Wechselspannung;AC voltage
Wirkung, physiologisch;Effect, physiological
Zeit t in Sekunden;Time t in seconds
Spannung U;Voltage U
Betriebsmittel, elektrisch;Electrical equipment
Elektronenfluss;Electron flow
Hinleiter;Anterior branch
Ladungsausgleich;Charge balancing
Stromrichtung, technisch;Current direction, technical
Stromstärke, elektrisch;Current, electrical
Rückleiter;Return conductor
Strom;Current
Stromfluss;Current flow
Spannungsquelle;Voltage source
Amplitude;Amplitude
Drehstrom;Three-phase current
Dreiphasen-Wechselstrom;Three-phase alternating current
Periode;Period
Verlauf, sinusförmig;Waveform, sinusoidal
Wechselstrom;Alternating current
Stromstärke |;Current |
Phase;Phase
Fremdatom;External clock
Leiterlänge;Conductor length
Leiterquerschnitt;Conductor cross-sectional area
Ohmsche Gesetz;Ohm's Law
Elektron, frei beweglich;Electron, freely moving
Metall-lon;Metal ion
U-R-I-Dreieck;U-R-I triangle
Widerstand, elektrisch;Electrical resistance
Widerstandskennlinie;Resistance characteristic curve
Teilspannung U;Partial voltage U
Gesamtspannung U;Total voltage U
Gesamtstromstärke |;Total current |
Reihenschaltung;Series connection
Teilstromstärke |;Partial current |
Parallelschaltung;Parallel connection
abgewickelt;unwound
aufgewickelt;wound
Leistung, elektrisch;Electrical power
Kabeltrommel;Cable drum
Typenschild einer Handbohrmaschine;Nameplate of a hand drill
Typenschild einer Kabeltrommel;Nameplate of a cable reel
Watt (W), Einheit;Watt (W), unit
Arbeit, elektrisch;Work, electrical
Kilowattstunde (kWh), Einheit;Kilowatt-hour (kWh), unit
Stromzähler;Electricity meter
Flachstecker;Flat plug
Schuko-Stecker;Schuko plug
Schutzklasse;Protection class
Schutzkontakt;Protective contact
Schuko-Steckdosenleiste;Schuko power strip
Steckdose für Flachstecker;Outlet for flat plugs
Stecker;Plug
CEE-Steckdose;CEE socket
Dreiphasen-Wechselspannung;Three-phase AC voltage
3-polig;3-pole
Einphasen-Wechselspannung;Single-phase AC voltage
CEE-Stecker, 5-polig;CEE plug, 5-pin
Netz, 230 V;Mains, 230 V
Netz, 400 V;Mains, 400 V
Schuko-Steckdose;Schuko outlet
Starkstrom;High-voltage current
3-adrig;3-wire
5-adrig;5-wire
Isolierhülle;Insulation
Kabel, isoliert;Insulated cable
Kupferlitze;Copper stranded wire
Mantelleitung;Sheathed cable
Neutralleiter;Neutral conductor
Nullleiter;Neutral conductor
Leiter, stromführend;Conductor, live
Leitung, elektrisch;Electrical cable
Akku;Rechargeable battery
Akku-Bohrmaschine;Cordless drill
Akkumulator;Rechargeable battery
Batterie;Battery
Elektronenfluss;Electron flow
Natrium;Sodium
Dynamo;Dynamo
Eisenkern;Iron core
Generator, mobil;Generator, portable
Generatorprinzip;Generator principle
Magnet;Magnet
Primärspule;Primary coil
Transformatorprinzip;Transformer principle
Schweißtransformator;Welding transformer
Sekundärspule;Secondary coil
Solarzelle;Solar cell
Spule;Coil
Drehschalter;Rotary switch
Fehlerstromschutzschalter;Ground fault circuit interrupter
Kippschalter;Toggle switch
Motorschutzschalter;Motor protection switch
Not-Aus-Schalter;Emergency stop switch
Wippschalter;Rocker switch
FI-Schutzschalter;Residual current circuit breaker
Schutzschalter,FI;Circuit breaker, RCD
Hausabnehmeranlage;Household power distribution system
Feinsicherung;Micro fuse
Sicherungsautomat;Circuit breaker
Schutzrelais;Protective relay
Sicherungskasten;Fuse box
Unterverteiler;Subdistribution panel
Sicherung;Fuse
Leitungsschutzschalter;Circuit breaker
Netzanschluss;Mains connection
Prüftaste;Test button
RCD-Fehlerstromschutzeinrichtung;RCD (residual current device)
Schmelzsicherung;Fuse
Verbraucheranschluss;Load connection
Dipol;Dipole
Spannungsprüfer, einpolig;Voltage tester, single-pole
Spannungsprüfer, zweipolig;Voltage tester, two-pole
Zangenstrommessgerät;Clamp-on current meter
Strommesszange;Clamp-on current meter
Vielfachmessgerät, analog;Analog multimeter
Multimeter;Multimeter
digital;digital
Display;Display
Funktions- und Messbereichswählschalter;Function and range selector switch
Minuspol-Buchse;Negative terminal jack
Pluspol-Buchse;Positive terminal jack
Vielfachmessgerät;Multifunction meter
Drehstromzähler;Three-phase meter
Oszilloskop;Oscilloscope
Wechselstromzähler;AC meter
Zählscheibe;Counting disc
Zählwerk;Counter
Stromstärkemessung;Current measurement
Spannungsmessung;Voltage measurement
Strommessung;Current measurement
Stromquelle;Current source
Widerstandsmessung;Resistance measurement
Maße in cm;Dimensions in cm
Schutzzonen, außerhalb alle Verbrauchsmittel erlaubt;"Protection zones; all consumables permitted outside these zones"
Schutzbereich;Protection area
Wassererwärmer, elektrisch;Electric water heater
Oberkante Fertig-Fußboden (OKFF);Top edge of finished floor (TEFF)
Antenne;Antenna
Fernmeldeanlage;Telecommunications system
Fundament;Foundation
Heizungsrohr;Heating pipe
Potentialausgleichsleiter;Equipotential bonding conductor
Blitzschutz;Lightning protection
Haupterdungsschiene;Main grounding busbar
Überspannungsableiter;Surge arrester
Wasserrohr;Water pipe
Generator;Generator
Gleichrichter;Rectifier
Lampe;Lamp
Leiter;Conductor
Netzanschlussgerät;Power supply unit
Potenziometer;Potentiometer
Strommessgerät;Current meter
Widerstand;Resistor
Widerstand, veränderbar;Variable resistor
Abwasserkanal;Sewer
Hausanschlussleitung (HAL);Service connection (HAL)
Ringleitung;Loop line
Versorgungsleitung;Supply line
Versorgungsnetz;Supply network
Hydrant DN 100;Hydrant DN 100
Hinweisschilder;Information signs
Kugelgehäuse;Ball valve housing
Straßenkappe;Street cover
Unterflurhydrant;Underground hydrant
Vierkantschoner;Square protector
Spindel;Spindle
Anbohren;Tapping
Hauseinführung;Building entry
Ventilanbohrschelle;Valve tapping clamp
Anschlussleitung;Connection pipe
Abwasserleitung;Sewage line
Hausanschlussraum;Service connection room
Hauswasserzähler;Household water meter
Heizungsrücklauf;Heating return
Heizungsvorlauf;Heating supply
Prüföffnung;Inspection opening
Entleerung;Drain
Wasseruhr;Water meter
Wasserzählanlage;Water metering system
Trinkwasserleitung;Drinking water line
Gasleitung;Gas line
Ablesebeispiel;Reading example
Eichplombe;Seal
Flügelrad;Impeller
Flügelradzähler;Vane meter
Rollenzählwerk;Roller counter
Wohnungswasserzähler;Residential water meter
automatisch;Automatic
Drehkappe mit Druckskala;Rotating cap with pressure scale
Druckfeder;Pressure spring
Filter, nicht rückspülbar;Filter, non-backwashable
Filter, rückspülbar;Filter, backwashable
manuell;Manual
Membran;Diaphragm
Regelventil;Control valve
Einzelzuleitung;Single supply line
Sammelzuleitung;Collector line
Steigleitung;Riser
Stockwerksleitung;Floor line
Verteilungsleitung;Distribution line
Rohrleitungssystem mit Stichleitungen;Piping system with branch lines
Strangleitungssystem mit eingeschleiften Anschlüssen;Strangulation system with looped connections
dynamische Strömungsteiler;Dynamic flow dividers
Ringleitungssystem;Ring distribution system
Strömungsteiler, statisch;Flow divider, static
Venturi-Strömungsteiler (VSt);Venturi flow divider (VSt)
Freistromventil;Free-flow valve
Kugelhahn;Ball valve
Geradsitzventil;Globe valve
Kolbenschieber;Piston valve
Symbol, allgemein;Symbol, general
Auslauf, frei;Outlet, free
Kontrollöffnung;Check port
Mindestabstand;Minimum clearance
Rohrtrenner mit kontrollierbarer Mitteldruckzone;Pipe separator with controllable intermediate pressure zone
Rückflussverhinderer mit Einschubventil, kontrollierbar;Backflow preventer with slide valve, controllable
Rückflussverhinderer, kontrollierbar;Check valve, controllable
Rückflussverhinderer, nicht kontrollierbar;Backflow preventer, non-controllable
Rohrbelüfter für Schlauchanschlüsse;Pipe aerator for hose connections
Umsteller an einer Wannenarmatur;Diverter on a tub faucet
Umsteller, automatisch;Diverter, automatic
Rohrbelüfter;Pipe aerator
Dreilocharmatur;Three-hole faucet
Einlocharmatur;Single-hole faucet
Zapfventil für den Außenbereich;Outdoor tap
Standmodell;Floor-standing model
Wandmodell;Wall-mounted model
Wasserhähne;Faucets
Zweilocharmatur;Two-hole faucet
Auslaufventil;Spout valve
Einhebelmischer;Single-lever mixer
Regeleinrichtung;Control device
Auslauf, schwenkbar;Swivel spout
Sperrknopf;Lock button
Temperaturwahlgriff;Temperature selector knob
Thermostatmischbatterie;Thermostatic mixer
Zweigriffmischbatterie;Two-handle mixer
Regler;Control
Ablaufventil;Drain valve
Gestänge;Lever
Schaftablaufventil;Shank drain valve
Sieb;Strainer
Universalablaufventil;Universal drain valve
Stopfen;Plug
Überlauf;Overflow
Ausgleichsbohrung;Balance hole
Hebel;Lever
Hilfsventil;Auxiliary valve
Kolben;Piston
Kolbenfeder;Piston spring
Rohrunterbrecher;Pipe breaker
Spülmengeneinstellung;Flush volume adjustment
Spülstromeinstellung;Flush flow adjustment
Ablaufgarnitur;Drain assembly
Aufputzspülkasten;Surface-mounted cistern
Auslösetaste;Flush button
Restwasser;Residual water
Füllmenge;Filling capacity
Füllventil;Filling valve
Heberglocke;Lift bell
Unterputzspülsystem;Concealed flushing system
Zufluss;Inlet
Spülrohr;Flush pipe
Spülwasserverteilung;Flush water distribution
Obergeschoss;Upper floor
Kaltwasserleitung;Cold water line
Trinkwarmwasserleitung (PWH);Domestic hot water line (DHW)
Versorgung, zentral;Central supply
Warmwasserleitung;Hot water line
Trinkkaltwasserleitung (PWC);Drinking cold water line (PWC)
Speicher-Trinkwassererwärmer;Storage-type drinking water heater
Keller;Basement
Erdgeschoss;Ground floor
Stock,erster;First floor
Einzelversorgung;Individual supply
Gruppenversorgung;Group supply
Durchflusserwärmer;Instantaneous water heater
Untertischspeicher;Under-counter storage
Wandspeicher;Wall-mounted storage
Speicher;Storage
Boiler;Boiler
Dampfrohr;Steam pipe
entleeren;Drain
Füll- und Ablaufarmatur;Fill and drain valve
füllen;Fill
Kaltwasser;Cold water
Kochendwassergerät;Boiling water dispenser
Glasgehäuse mit Füllmengenanzeige;Glass housing with fill level indicator
Rohrheizkörper, liegend;Flat tubular heating element
Übertemperatursicherung;Over-temperature protection
Temperaturwahlschalter;Temperature selector switch
kalt;Cold
Kleinspeicher;Small storage heater
Rohrheizkörper;Tubular heating element
Schutzanode;Sacrificial anode
Untertisch-Kleinspeicher;Under-counter small storage tank
warm;Hot
Zapfventil;Dispensing valve
Temperaturfühler;Temperature sensor
Temperaturwähler;Temperature selector
Temperierventil;Temperature control valve
Übertisch-Kleinspeicher;Countertop mini-storage tank
Geruchverschluss;Odor trap
PWC-Anschluss zum Speicher;PWC connection to the storage tank
PWH-Anschluss vom Speicher;PWH connection from the storage tank
Sicherheitstechnische Ausrüstung;Safety equipment
Sicherheitsventil;Safety valve
Siphon;Siphon
Durchfluss-TWE, elektrisch;Flow-through TWE, electric
Durchlauferhitzer;Instantaneous water heater
Gas-Durchlauferhitzer;Gas instantaneous water heater
Gasflamme;Gas flame
Kupferbehälter mit Heizsystem;Copper tank with heating system
Piezozünder;Piezo igniter
Durchlaufwasserheizer (DWH);Instantaneous water heater (IWH)
Netzanschlussklemme;Mains connection terminal
PWC-Zulauf;PWC inlet
PWH-Ablauf;PWH drain
Steuer-und Regeleinheit;Control and regulation unit
Gasbrenner;Gas burner
Heizwasserrücklauf;Heating water return
Heizwasservorlauf;Heating water supply
PWH-Anschluss;PWH connection
Rohrschlange;Coil
Heizkessel-Speicher-Trinkwassererwärmer, Kombination;Boiler-storage tank-drinking water heater, combination
PWC-Anschluss;PWC connection
Speicherfühler;Storage tank sensor
Trinkwassererwärmung;Drinking water heating
Heizkessel;Boiler
Sicherheitseinrichtungen;Safety devices
Nachheizung;Supplementary heating
Solaranlage;Solar system
Solarkreis Vor- und Rücklauf;Solar circuit supply and return
Solarspeicher, bivalent;Solar storage tank, bivalent
Sonnenkollektor;Solar collector
Trinkwasserzufluss;Drinking water inlet
Umwälzpumpe;Circulation pump
Ausdehnungsgefäß;Expansion tank
Handtuchhaken;Towel hook
Handwaschbecken;Hand washbasin
Seifenhalter;Soap dish
Zahnputzbecherhalter;Toothbrush holder
Spiegel;Mirror
Waschtisch;Vanity
Zubehör;Accessories
Aufhängelasche;Mounting bracket
Montage der Armatur;Installation of the fixture
Montagemaße, übliche;Standard installation dimensions
Einbauspüle;Built-in sink
Einzelspüle;Single sink
Abtropffläche;Drainboard
Doppelspüle;Double sink
Klapprost;Folding rack
Spülmodul;Sink module
Unterbauspüle;Under-mount sink
Spülbecken;Sink
Absaugeklosett;Vacuum toilet
Dusch-WC;Shower toilet
Flachspüler;Low-flow toilet
Flachspülklosett;Flat-flush toilet
Hockklosett;Squat toilet
Kaskadenklosett;Cascade toilet
Sitzklosett;Sitting toilet
Stehklo;Squat toilet
Tiefspüler;Deep-flush toilet
Tiefspülklosett;Deep-flush toilet
WC-Duscharm;Toilet shower arm
Stand-WC;Floor-mounted toilet
Wand-WC;Wall-mounted toilet
Anschlussmaße;Connection dimensions
Breite;Width
Höhe;Height
Montagewand;Mounting wall
Montagemaße;Installation dimensions
Tiefe;Depth
Vorwandinstallation;Pre-wall installation
Sperrflüssigkeit;Barrier fluid
Urin;Urine
Urinal mit Absaugformstück;Urinal with suction fitting
Urinal mit frei liegendem Geruchverschluss;Urinal with exposed trap
Urinal, wassergespült;Water-flushed urinal
Urinal, wasserlos;Waterless urinal
bodenstehend;floor-mounted
Fußbad;Foot bath
Kurzwanne;Shallow tub
sitzen;Seated
Sitzwaschbecken;Sitting washbasin
Normalwanne;Standard tub
wandhängend;Wall-mounted
Waschpositionen;Washing positions
Befestigung;Mounting
höhenverstellbar;Height-adjustable
Schalldämmung;Sound insulation
Dichtstoff, elastisch;Sealant, elastic
Fußgestell;Base frame
Großwanne;Large tub
körperschallgedämmt;Structure-borne sound insulation
Sitzwanne;Seat basin
Wannenfuß;Tub base
Wanne;Tub
Wannenanker;Tub anchors
Wannenträger aus Hartschaum;Hard foam tub support
Dusche;Shower
Duschtrennwand;Shower enclosure
Duschwanne;Shower pan
Handbrause;Handheld showerhead
Duschabtrennung;Shower enclosure
Duschbecken;Shower basin
Kopfbrause;Overhead shower
Schlauchbrause;Hose shower
Seitenbrause;Side shower
Bodenablauf;Floor drain
Brauseschlauch;Shower hose
Duschkopf;Showerhead
Duschrinne;Shower channel
Brausekopf;Shower head
Duschanlage, bodengleich gefliest;Shower system, floor-level tiled
Wandstange;Wall bar
Wasserstrahlen;Water jets
Mischwasserkanal;Drain
Regenwasserfallleitung;Rainwater downspout
Regenwasserkanal;Rainwater drain
Schmutzwasserkanal;Sewage drain
Trennsystem;Separation system
Schmutzwasserfallleitung;Sewage downspout
Mischsystem;Combined system
Lüftungsleitung;Vent pipe
Sammelleitung;Collector pipe
Grundleitung;Main line
Einzelanschlussleitung (EAL);Individual connection line (EAL)
Sammelanschlussleitung;Collector connection line
Badablauf;Bathroom drain
Bodenablauf mit Rückstauverschluss;Floor drain with backflow preventer
Pömpel;Plunger
Röhren-Geruchverschluss;Pipe trap
Rohrreinigungsschlauch;Pipe cleaning hose
Saugglocke;Suction cup
Flaschen-Geruchverschluss;Bottle trap
Kellerablauf;Basement drain
Rohrreinigungsspirale;Pipe cleaning snake
Unterputz-Geruchverschluss;Concealed trap
Gefälle;Slope
Spülung;Flush
Schwemmwirkung;Flushing effect
Sperrwasser;Water seal
Sperrwasservorlage;Standpipe
Spülvorgang;Flushing process
Wassersack;Water bag
Abgangsformstück;Outlet fitting
Anschlussformstück;Connection fitting
Leitung, senkrecht;Pipe, vertical
Nennweite;Nominal diameter
Richtungsänderung;Change of direction
Rohrdurchmesser;Pipe diameter
Leitungsabschnitt, liegend;Pipe section, horizontal
Doppelabzweig;Double branch
Fallleitung;Downpipe
Kugeldoppelabzweig;Ball double branch
Fallleitungsabzweig;Downpipe branch
Belüftungsventil;Vent valve
Grundleitung, außerhalb des Gebäudes;Main drain, outside the building
Entlüftung über Dach;Ventilation through the roof
Lüftungsendrohr;Vent pipe
Sammelleitung, im Keller;Collector pipe, in the basement
Abwasserhebeanlage;Sewage lifting station
Lüftung;Ventilation
Rückstauebene;Backflow level
Rückstauverschluss;Backflow preventer
Druckleitung mit Rückstauschleife;Pressure line with backflow loop
Kanal;Sewer
Sammelbehälter;Collection tank
Signal, optisch und akustisch;Signal, visual and audible
Dachrinne;Gutter
Giebeldach;Gable roof
Regenwasserklappe;Rainwater flap
Steckmuffe;Plug-in coupling
Regentonne;Rain barrel
Regenwasserfallrohr;Rainwater downspout
Wulst;Bead
Ablauf;Drain
Flachdach;Flat roof
Klemmflansch;Clamp flange
Einlauf;Inlet
Flachdachablauf;Flat roof drain
Kugelrost;Ball grate
Rohrbegleitheizung;Pipe trace heating
Brikett;Briquette
Hackschnitzel;Wood chips
Holzlager;Wood storage
Kohle;Coal
Lagerraum;Storage room
Pelletlagerung;Pellet storage
Holzpellet;Wood pellets
Kohlelagerraum;Coal storage room
Stückholz;Logs
